id,x,y,householdID,realizationID,SERIALNO,AGEP,CIT,COW,ENG,PAP,REL,SCHG,SCHL,SEX,DIS,HISP,NATIVITY,persons_income,PINCP,POVPIP,RAC1P,FAGEP,SPORDER
43489900041,447376.7578,4616147.534,434899,41,434899,26,1,1,-999999,0,2,-999999,21,1,2,1,1,50000,50000,281,2,0,2
43489900041,447376.7578,4616147.534,434899,41,434899,22,1,1,-999999,0,2,15,19,2,2,1,1,10000,10000,281,2,0,3
43489900041,447376.7578,4616147.534,434899,41,434899,20,1,-999999,-999999,0,2,-999999,12,1,2,1,1,0,0,281,2,1,4
43489900041,447376.7578,4616147.534,434899,41,434899,5,1,-999999,-999999,-999999,7,1,2,1,2,1,1,-999999,-999999,281,2,0,5
43489900102,446786.9231,4639118.373,434899,102,434899,48,1,3,-999999,0,0,-999999,20,2,2,1,1,14400,14400,281,2,0,1
43489900102,446786.9231,4639118.373,434899,102,434899,26,1,1,-999999,0,2,-999999,21,1,2,1,1,50000,50000,281,2,0,2
43489900102,446786.9231,4639118.373,434899,102,434899,22,1,1,-999999,0,2,15,19,2,2,1,1,10000,10000,281,2,0,3
43489900102,446786.9231,4639118.373,434899,102,434899,20,1,-999999,-999999,0,2,-999999,12,1,2,1,1,0,0,281,2,1,4
43489900102,446786.9231,4639118.373,434899,102,434899,5,1,-999999,-999999,-999999,7,1,2,1,2,1,1,-999999,-999999,281,2,0,5
43489900125,447622.6259,4623751.451,434899,125,434899,48,1,3,-999999,0,0,-999999,20,2,2,1,1,14400,14400,281,2,0,1
43489900125,447622.6259,4623751.451,434899,125,434899,26,1,1,-999999,0,2,-999999,21,1,2,1,1,50000,50000,281,2,0,2
43489900125,447622.6259,4623751.451,434899,125,434899,22,1,1,-999999,0,2,15,19,2,2,1,1,10000,10000,281,2,0,3
43489900125,447622.6259,4623751.451,434899,125,434899,20,1,-999999,-999999,0,2,-999999,12,1,2,1,1,0,0,281,2,1,4
43489900125,447622.6259,4623751.451,434899,125,434899,5,1,-999999,-999999,-999999,7,1,2,1,2,1,1,-999999,-999999,281,2,0,5
43499900019,454743.2476,4619930.411,434999,19,434999,56,1,-999999,-999999,0,0,-999999,19,1,1,1,1,22000,22000,201,2,0,1
43574700029,443366.5879,4640702.015,435747,29,435747,37,1,1,-999999,0,0,-999999,16,2,2,3,1,20800,20800,141,8,0,1
43574700029,443366.5879,4640702.015,435747,29,435747,4,1,-999999,-999999,-999999,2,-999999,1,2,2,3,1,-999999,-999999,141,9,0,2
43605800012,442490.7817,4627146.364,436058,12,436058,27,5,1,-999999,0,0,16,21,2,2,1,2,25500,25500,234,1,0,1
43613800001,442899.3965,4627778.808,436138,1,436138,51,4,3,1,0,0,-999999,18,2,2,2,2,69000,69000,501,1,0,1
43613800029,443529.3905,4631403.309,436138,29,436138,51,4,3,1,0,0,-999999,18,2,2,2,2,69000,69000,501,1,0,1
43636900162,443598.0054,4644138.151,436369,162,436369,48,1,1,-999999,0,0,-999999,21,2,2,1,1,175000,176500,501,1,0,1
43636900162,443598.0054,4644138.151,436369,162,436369,53,1,6,-999999,0,13,-999999,21,2,2,1,1,20000,41000,378,1,0,2
43636900216,443326.8385,4643871.36,436369,216,436369,48,1,1,-999999,0,0,-999999,21,2,2,1,1,175000,176500,501,1,0,1
43636900216,443326.8385,4643871.36,436369,216,436369,53,1,6,-999999,0,13,-999999,21,2,2,1,1,20000,41000,378,1,0,2
43660100010,440736.6176,4644696.743,436601,10,436601,88,1,-999999,-999999,0,0,-999999,16,1,1,1,1,12000,12000,129,1,0,1
43660100010,440736.6176,4644696.743,436601,10,436601,83,1,-999999,-999999,0,1,-999999,15,2,1,1,1,4800,4800,129,1,0,2
43672200097,451088.4669,4628577.481,436722,97,436722,62,1,-999999,-999999,0,0,-999999,13,1,1,1,1,16700,25100,269,2,0,1
43672200097,451088.4669,4628577.481,436722,97,436722,72,1,1,-999999,0,1,-999999,12,2,2,1,1,12500,12500,269,2,0,2
43672200123,448449.7051,4635215.242,436722,123,436722,62,1,-999999,-999999,0,0,-999999,13,1,1,1,1,16700,25100,269,2,0,1
43672200123,448449.7051,4635215.242,436722,123,436722,72,1,1,-999999,0,1,-999999,12,2,2,1,1,12500,12500,269,2,0,2
43691100054,442872.5958,4624122.438,436911,54,436911,64,1,1,-999999,0,0,-999999,18,2,1,1,1,26000,26000,233,2,0,1
43691100076,453888.1644,4623311.888,436911,76,436911,64,1,1,-999999,0,0,-999999,18,2,1,1,1,26000,26000,233,2,0,1
43693200015,446577.9934,4623156.767,436932,15,436932,36,1,3,-999999,0,0,15,19,2,2,1,1,38000,38000,350,2,0,1
43710200015,440179.0327,4646727.531,437102,15,437102,44,5,1,1,0,0,-999999,16,1,2,1,2,89000,89000,501,1,0,1
43710200015,440179.0327,4646727.531,437102,15,437102,41,1,1,1,0,1,-999999,16,2,2,1,1,3000,3000,501,1,0,2
43710200102,436819.0997,4643160.994,437102,102,437102,44,5,1,1,0,0,-999999,16,1,2,1,2,89000,89000,501,1,0,1
43710200102,436819.0997,4643160.994,437102,102,437102,41,1,1,1,0,1,-999999,16,2,2,1,1,3000,3000,501,1,0,2
43739200051,440265.6652,4627144.008,437392,51,437392,27,1,1,-999999,0,0,-999999,21,1,2,15,1,100000,100000,501,1,0,1
43739200051,440265.6652,4627144.008,437392,51,437392,28,1,1,-999999,0,11,-999999,21,1,2,1,1,200000,200000,501,1,0,2
43739200051,440265.6652,4627144.008,437392,51,437392,25,1,1,-999999,0,11,-999999,21,1,2,1,1,40000,40000,360,1,0,3
43739200057,441090.6668,4627443.971,437392,57,437392,27,1,1,-999999,0,0,-999999,21,1,2,15,1,100000,100000,501,1,0,1
43739200057,441090.6668,4627443.971,437392,57,437392,28,1,1,-999999,0,11,-999999,21,1,2,1,1,200000,200000,501,1,0,2
43739200057,441090.6668,4627443.971,437392,57,437392,25,1,1,-999999,0,11,-999999,21,1,2,1,1,40000,40000,360,1,0,3
43739200124,445444.6346,4638165.96,437392,124,437392,27,1,1,-999999,0,0,-999999,21,1,2,15,1,100000,100000,501,1,0,1
43739200124,445444.6346,4638165.96,437392,124,437392,28,1,1,-999999,0,11,-999999,21,1,2,1,1,200000,200000,501,1,0,2
43739200124,445444.6346,4638165.96,437392,124,437392,25,1,1,-999999,0,11,-999999,21,1,2,1,1,40000,40000,360,1,0,3
43762700158,449220.1247,4615265.363,437627,158,437627,37,1,3,-999999,0,0,-999999,20,1,2,1,1,78000,78000,303,1,0,1
43762700158,449220.1247,4615265.363,437627,158,437627,37,1,1,-999999,0,1,-999999,18,2,2,1,1,0,0,303,1,0,2
43762700158,449220.1247,4615265.363,437627,158,437627,4,1,-999999,-999999,-999999,2,1,1,1,2,1,1,-999999,-999999,303,1,0,3
43762700158,449220.1247,4615265.363,437627,158,437627,2,1,-999999,-999999,-999999,2,-999999,-999999,1,2,1,1,-999999,-999999,303,1,0,4
43762700158,449220.1247,4615265.363,437627,158,437627,0,1,-999999,-999999,-999999,2,-999999,-999999,1,2,1,1,-999999,-999999,303,1,0,5
43764100080,438610.5455,4627433.917,437641,80,437641,40,1,3,-999999,0,0,-999999,22,2,2,1,1,25000,25000,173,1,0,1
43764100080,438610.5455,4627433.917,437641,80,437641,16,1,1,-999999,0,2,12,12,1,2,1,1,500,500,173,1,0,2
43764100084,439327.9289,4640184.284,437641,84,437641,40,1,3,-999999,0,0,-999999,22,2,2,1,1,25000,25000,173,1,0,1
43764100084,439327.9289,4640184.284,437641,84,437641,16,1,1,-999999,0,2,12,12,1,2,1,1,500,500,173,1,0,2
43764100087,439317.1775,4646935.709,437641,87,437641,40,1,3,-999999,0,0,-999999,22,2,2,1,1,25000,25000,173,1,0,1
43764100087,439317.1775,4646935.709,437641,87,437641,16,1,1,-999999,0,2,12,12,1,2,1,1,500,500,173,1,0,2
43796400173,441966.7134,4631503.433,437964,173,437964,34,1,1,-999999,0,0,-999999,21,1,2,1,1,79000,79000,501,1,0,1
43811800034,451900.5854,4619919.754,438118,34,438118,75,1,-999999,-999999,0,0,-999999,21,2,1,1,1,42000,42000,421,2,0,1
43811800049,452396.3565,4619592.447,438118,49,438118,75,1,-999999,-999999,0,0,-999999,21,2,1,1,1,42000,42000,421,2,0,1
43811800168,444953.4777,4622208.375,438118,168,438118,75,1,-999999,-999999,0,0,-999999,21,2,1,1,1,42000,42000,421,2,0,1
43818400145,445092.681,4642647.632,438184,145,438184,43,1,1,-999999,0,0,-999999,21,1,2,1,1,80000,82000,501,1,0,1
43843500071,440928.4436,4622352.991,438435,71,438435,55,1,1,-999999,0,0,-999999,18,1,2,1,1,52000,71000,348,1,0,1
43843500071,440928.4436,4622352.991,438435,71,438435,55,1,1,-999999,0,1,-999999,16,2,2,1,1,18000,18000,348,1,0,2
43843500071,440928.4436,4622352.991,438435,71,438435,29,1,1,-999999,0,2,-999999,20,2,2,1,1,26000,26000,348,1,0,3
43843500071,440928.4436,4622352.991,438435,71,438435,16,1,-999999,-999999,0,2,-999999,13,1,2,1,1,0,0,348,1,0,4
43843500071,440928.4436,4622352.991,438435,71,438435,12,1,-999999,-999999,-999999,2,8,9,2,2,1,1,-999999,-999999,348,1,0,5
43843500071,440928.4436,4622352.991,438435,71,438435,7,1,-999999,-999999,-999999,7,-999999,4,1,2,1,1,-999999,-999999,348,1,0,6
43843500071,440928.4436,4622352.991,438435,71,438435,4,1,-999999,-999999,-999999,7,-999999,1,1,2,1,1,-999999,-999999,348,1,0,7
43844600105,433552.7029,4645015.486,438446,105,438446,62,4,2,1,0,0,-999999,21,2,2,1,2,6400,6400,483,6,0,1
43844600105,433552.7029,4645015.486,438446,105,438446,69,4,1,1,0,1,-999999,22,1,2,1,2,22600,34000,483,6,0,2
43844600105,433552.7029,4645015.486,438446,105,438446,25,1,1,1,0,2,-999999,21,1,2,1,1,40000,40000,483,6,0,3
43845500005,444093.8544,4638604.346,438455,5,438455,45,5,1,3,0,0,-999999,16,2,2,2,2,15600,21600,235,8,0,1
43845500005,444093.8544,4638604.346,438455,5,438455,42,4,1,1,0,1,-999999,19,1,2,2,2,26000,26000,235,8,0,2
43845500005,444093.8544,4638604.346,438455,5,438455,18,1,1,1,0,2,15,19,2,2,2,1,5600,5600,235,8,0,3
43845500005,444093.8544,4638604.346,438455,5,438455,15,1,-999999,1,0,2,11,11,2,2,2,1,0,0,235,8,0,4
43851400018,451771.5261,4627266.685,438514,18,438514,79,1,-999999,-999999,0,0,-999999,1,2,1,1,1,10800,10800,106,2,0,1
43859400069,437758.9343,4639644.775,438594,69,438594,28,1,1,-999999,5000,0,-999999,14,2,2,1,1,12300,12300,49,2,0,1
43859400069,437758.9343,4639644.775,438594,69,438594,10,1,-999999,-999999,-999999,2,6,6,2,2,1,1,-999999,-999999,49,2,0,2
43859400069,437758.9343,4639644.775,438594,69,438594,9,1,-999999,-999999,-999999,2,5,5,2,2,1,1,-999999,-999999,49,2,0,3
43859400069,437758.9343,4639644.775,438594,69,438594,8,1,-999999,-999999,-999999,2,4,4,2,2,1,1,-999999,-999999,49,2,0,4
43859400069,437758.9343,4639644.775,438594,69,438594,2,1,-999999,-999999,-999999,2,-999999,-999999,1,2,1,1,-999999,-999999,49,2,0,5
43859400069,437758.9343,4639644.775,438594,69,438594,33,1,1,-999999,0,13,-999999,19,1,2,1,1,0,0,0,2,0,6
43859400090,452807.7313,4624101.647,438594,90,438594,28,1,1,-999999,5000,0,-999999,14,2,2,1,1,12300,12300,49,2,0,1
43859400090,452807.7313,4624101.647,438594,90,438594,10,1,-999999,-999999,-999999,2,6,6,2,2,1,1,-999999,-999999,49,2,0,2
43859400090,452807.7313,4624101.647,438594,90,438594,9,1,-999999,-999999,-999999,2,5,5,2,2,1,1,-999999,-999999,49,2,0,3
43859400090,452807.7313,4624101.647,438594,90,438594,8,1,-999999,-999999,-999999,2,4,4,2,2,1,1,-999999,-999999,49,2,0,4
43859400090,452807.7313,4624101.647,438594,90,438594,2,1,-999999,-999999,-999999,2,-999999,-999999,1,2,1,1,-999999,-999999,49,2,0,5
43859400090,452807.7313,4624101.647,438594,90,438594,33,1,1,-999999,0,13,-999999,19,1,2,1,1,0,0,0,2,0,6
43861000074,427490.4907,4647735.624,438610,74,438610,38,1,3,-999999,0,0,-999999,22,1,2,1,1,130000,130000,501,1,0,1
43861000074,427490.4907,4647735.624,438610,74,438610,34,1,-999999,-999999,0,1,-999999,16,2,2,1,1,0,0,501,1,0,2
43861000074,427490.4907,4647735.624,438610,74,438610,8,1,-999999,-999999,-999999,2,5,6,1,2,1,1,-999999,-999999,501,1,0,3
43861000074,427490.4907,4647735.624,438610,74,438610,6,1,-999999,-999999,-999999,2,2,3,1,2,1,1,-999999,-999999,501,1,0,4
43861600053,444974.9099,4651593.007,438616,53,438616,49,1,7,-999999,0,0,-999999,22,2,2,1,1,69000,69000,501,1,0,1
43906100013,438053.1762,4627811.982,439061,13,439061,27,1,1,-999999,0,0,-999999,21,2,2,1,1,32400,32400,299,1,0,1
43921700004,451626.1021,4619396.862,439217,4,439217,59,1,-999999,-999999,0,0,-999999,16,1,2,1,1,12000,12000,110,2,0,1
43921700164,449299.2013,4625397.81,439217,164,439217,59,1,-999999,-999999,0,0,-999999,16,1,2,1,1,12000,12000,110,2,0,1
43921700240,442773.707,4615375.688,439217,240,439217,59,1,-999999,-999999,0,0,-999999,16,1,2,1,1,12000,12000,110,2,0,1
43928100009,441556.243,4644605.905,439281,9,439281,74,1,-999999,-999999,0,0,-999999,19,1,1,1,1,16900,21600,501,1,0,1
43928100009,441556.243,4644605.905,439281,9,439281,66,5,1,-999999,0,1,-999999,20,2,2,1,2,57400,62100,501,1,0,2
43928100024,455294.0068,4616712.275,439281,24,439281,74,1,-999999,-999999,0,0,-999999,19,1,1,1,1,16900,21600,501,1,0,1
43928100024,455294.0068,4616712.275,439281,24,439281,66,5,1,-999999,0,1,-999999,20,2,2,1,2,57400,62100,501,1,0,2
43928100115,435553.4534,4642493.962,439281,115,439281,74,1,-999999,-999999,0,0,-999999,19,1,1,1,1,16900,21600,501,1,0,1
43928100115,435553.4534,4642493.962,439281,115,439281,66,5,1,-999999,0,1,-999999,20,2,2,1,2,57400,62100,501,1,0,2
43933000027,441651.4711,4629160.655,439330,27,439330,80,4,-999999,1,0,0,-999999,16,1,1,2,2,14100,14100,137,8,0,1
43933000027,441651.4711,4629160.655,439330,27,439330,63,5,-999999,2,0,1,-999999,16,2,2,7,2,3300,3300,137,8,0,2
43983000021,448468.4394,4631702.745,439830,21,439830,26,4,1,2,0,0,-999999,19,2,2,1,2,0,0,164,6,0,1
43983000021,448468.4394,4631702.745,439830,21,439830,26,4,1,2,0,1,-999999,21,1,2,1,2,35000,35000,164,6,0,2
43983000021,448468.4394,4631702.745,439830,21,439830,2,1,-999999,-999999,-999999,2,-999999,-999999,2,2,1,1,-999999,-999999,164,6,0,3
43983000021,448468.4394,4631702.745,439830,21,439830,0,1,-999999,-999999,-999999,2,-999999,-999999,1,2,1,1,-999999,-999999,164,6,0,4
43983000043,446987.9538,4632444.652,439830,43,439830,26,4,1,2,0,0,-999999,19,2,2,1,2,0,0,164,6,0,1
43983000043,446987.9538,4632444.652,439830,43,439830,26,4,1,2,0,1,-999999,21,1,2,1,2,35000,35000,164,6,0,2
43983000043,446987.9538,4632444.652,439830,43,439830,2,1,-999999,-999999,-999999,2,-999999,-999999,2,2,1,1,-999999,-999999,164,6,0,3
43983000043,446987.9538,4632444.652,439830,43,439830,0,1,-999999,-999999,-999999,2,-999999,-999999,1,2,1,1,-999999,-999999,164,6,0,4
44026200003,443242.799,4640943.519,440262,3,440262,70,1,-999999,-999999,0,0,-999999,16,1,2,1,1,28200,28200,304,1,0,1
44026200003,443242.799,4640943.519,440262,3,440262,65,1,-999999,-999999,0,1,-999999,16,2,2,1,1,7700,10700,304,1,0,2
44026200023,445493.384,4643159.364,440262,23,440262,70,1,-999999,-999999,0,0,-999999,16,1,2,1,1,28200,28200,304,1,0,1
44026200023,445493.384,4643159.364,440262,23,440262,65,1,-999999,-999999,0,1,-999999,16,2,2,1,1,7700,10700,304,1,0,2
44026200062,446129.8684,4644685.271,440262,62,440262,70,1,-999999,-999999,0,0,-999999,16,1,2,1,1,28200,28200,304,1,0,1
44026200062,446129.8684,4644685.271,440262,62,440262,65,1,-999999,-999999,0,1,-999999,16,2,2,1,1,7700,10700,304,1,0,2
44040600010,440561.8368,4649419.218,440406,10,440406,75,4,-999999,2,0,0,-999999,16,2,2,1,2,7700,7700,74,6,0,1
44051600171,444740.815,4635955.07,440516,171,440516,40,4,1,3,0,0,-999999,16,1,2,1,2,40000,46000,222,6,0,1
44051600171,444740.815,4635955.07,440516,171,440516,38,4,1,3,0,1,-999999,20,2,2,1,2,2500,2500,222,6,0,2
44051600171,444740.815,4635955.07,440516,171,440516,14,1,-999999,1,-999999,2,11,11,1,2,1,1,-999999,-999999,222,6,0,3
44051600171,444740.815,4635955.07,440516,171,440516,10,1,-999999,1,-999999,2,7,7,1,2,1,1,-999999,-999999,222,6,0,4
44051600186,446837.9521,4640939.19,440516,186,440516,40,4,1,3,0,0,-999999,16,1,2,1,2,40000,46000,222,6,0,1
44051600186,446837.9521,4640939.19,440516,186,440516,38,4,1,3,0,1,-999999,20,2,2,1,2,2500,2500,222,6,0,2
44051600186,446837.9521,4640939.19,440516,186,440516,14,1,-999999,1,-999999,2,11,11,1,2,1,1,-999999,-999999,222,6,0,3
44051600186,446837.9521,4640939.19,440516,186,440516,10,1,-999999,1,-999999,2,7,7,1,2,1,1,-999999,-999999,222,6,0,4
44062900056,445534.8136,4648135.764,440629,56,440629,25,1,1,-999999,0,0,16,23,2,2,1,1,2000,2000,17,1,0,1
44062900056,445534.8136,4648135.764,440629,56,440629,23,5,5,-999999,0,12,16,21,1,2,1,2,11000,11000,98,1,0,2
44072600109,445530.3117,4649117.378,440726,109,440726,63,4,1,1,0,0,-999999,17,1,1,1,2,15960,15960,262,1,0,1
44072600109,445530.3117,4649117.378,440726,109,440726,64,4,1,1,0,1,-999999,16,2,1,1,2,20400,20400,262,1,0,2
44089900049,445928.6048,4624376.076,440899,49,440899,64,1,3,-999999,0,0,-999999,22,1,2,1,1,55000,56500,501,2,0,1
44089900056,443790.9807,4615235.245,440899,56,440899,64,1,3,-999999,0,0,-999999,22,1,2,1,1,55000,56500,501,2,0,1
44089900157,445967.5365,4613651.304,440899,157,440899,64,1,3,-999999,0,0,-999999,22,1,2,1,1,55000,56500,501,2,0,1
44168000021,440491.1602,4646791.862,441680,21,441680,63,1,3,-999999,0,0,-999999,21,1,2,1,1,220,4220,38,1,0,1
44170900045,443123.2348,4626516.89,441709,45,441709,42,1,1,1,0,0,-999999,13,1,2,2,1,32000,32000,395,8,0,1
44170900045,443123.2348,4626516.89,441709,45,441709,26,5,1,1,0,5,-999999,19,1,2,2,2,25000,25000,395,8,0,2
44170900108,443954.9755,4638384.935,441709,108,441709,42,1,1,1,0,0,-999999,13,1,2,2,1,32000,32000,395,8,0,1
44170900108,443954.9755,4638384.935,441709,108,441709,26,5,1,1,0,5,-999999,19,1,2,2,2,25000,25000,395,8,0,2
44170900118,441861.2612,4633903.253,441709,118,441709,42,1,1,1,0,0,-999999,13,1,2,2,1,32000,32000,395,8,0,1
44170900118,441861.2612,4633903.253,441709,118,441709,26,5,1,1,0,5,-999999,19,1,2,2,2,25000,25000,395,8,0,2
44170900120,438194.3535,4643788.512,441709,120,441709,42,1,1,1,0,0,-999999,13,1,2,2,1,32000,32000,395,8,0,1
44170900120,438194.3535,4643788.512,441709,120,441709,26,5,1,1,0,5,-999999,19,1,2,2,2,25000,25000,395,8,0,2
44170900139,438453.1804,4644340.718,441709,139,441709,42,1,1,1,0,0,-999999,13,1,2,2,1,32000,32000,395,8,0,1
44170900139,438453.1804,4644340.718,441709,139,441709,26,5,1,1,0,5,-999999,19,1,2,2,2,25000,25000,395,8,0,2
44170900191,442457.7925,4624708.733,441709,191,441709,42,1,1,1,0,0,-999999,13,1,2,2,1,32000,32000,395,8,0,1
44170900191,442457.7925,4624708.733,441709,191,441709,26,5,1,1,0,5,-999999,19,1,2,2,2,25000,25000,395,8,0,2
44176900131,436569.59,4637718.258,441769,131,441769,61,1,-999999,-999999,0,0,-999999,20,2,2,1,1,15600,15600,146,2,1,1
44176900131,436569.59,4637718.258,441769,131,441769,49,1,1,-999999,0,2,-999999,21,1,2,1,1,9000,9000,146,2,1,2
44176900131,436569.59,4637718.258,441769,131,441769,22,1,-999999,-999999,0,7,16,21,1,2,1,1,0,0,146,2,1,3
44176900184,449786.5346,4625370.555,441769,184,441769,61,1,-999999,-999999,0,0,-999999,20,2,2,1,1,15600,15600,146,2,1,1
44176900184,449786.5346,4625370.555,441769,184,441769,49,1,1,-999999,0,2,-999999,21,1,2,1,1,9000,9000,146,2,1,2
44176900184,449786.5346,4625370.555,441769,184,441769,22,1,-999999,-999999,0,7,16,21,1,2,1,1,0,0,146,2,1,3
44182100001,438094.2389,4636476.307,441821,1,441821,55,1,1,-999999,0,0,-999999,16,2,1,1,1,24000,24000,173,2,0,1
44182100001,438094.2389,4636476.307,441821,1,441821,34,1,9,-999999,0,2,-999999,19,1,2,1,1,0,0,173,2,0,2
44182100001,438094.2389,4636476.307,441821,1,441821,25,1,9,-999999,0,2,-999999,16,1,2,1,1,0,0,173,2,0,3
44182100001,438094.2389,4636476.307,441821,1,441821,20,1,1,-999999,0,2,-999999,14,1,2,1,1,23000,23000,173,2,0,4
44182100001,438094.2389,4636476.307,441821,1,441821,17,1,9,-999999,0,2,13,13,2,2,1,1,0,0,173,2,0,5
44182100058,452412.9963,4622628.303,441821,58,441821,55,1,1,-999999,0,0,-999999,16,2,1,1,1,24000,24000,173,2,0,1
44182100058,452412.9963,4622628.303,441821,58,441821,34,1,9,-999999,0,2,-999999,19,1,2,1,1,0,0,173,2,0,2
44182100058,452412.9963,4622628.303,441821,58,441821,25,1,9,-999999,0,2,-999999,16,1,2,1,1,0,0,173,2,0,3
44182100058,452412.9963,4622628.303,441821,58,441821,20,1,1,-999999,0,2,-999999,14,1,2,1,1,23000,23000,173,2,0,4
44182100058,452412.9963,4622628.303,441821,58,441821,17,1,9,-999999,0,2,13,13,2,2,1,1,0,0,173,2,0,5
44182100118,453034.3256,4622707.856,441821,118,441821,55,1,1,-999999,0,0,-999999,16,2,1,1,1,24000,24000,173,2,0,1
44182100118,453034.3256,4622707.856,441821,118,441821,34,1,9,-999999,0,2,-999999,19,1,2,1,1,0,0,173,2,0,2
44182100118,453034.3256,4622707.856,441821,118,441821,25,1,9,-999999,0,2,-999999,16,1,2,1,1,0,0,173,2,0,3
44182100118,453034.3256,4622707.856,441821,118,441821,20,1,1,-999999,0,2,-999999,14,1,2,1,1,23000,23000,173,2,0,4
44182100118,453034.3256,4622707.856,441821,118,441821,17,1,9,-999999,0,2,13,13,2,2,1,1,0,0,173,2,0,5
44182100125,450855.5646,4622883.545,441821,125,441821,55,1,1,-999999,0,0,-999999,16,2,1,1,1,24000,24000,173,2,0,1
44182100125,450855.5646,4622883.545,441821,125,441821,34,1,9,-999999,0,2,-999999,19,1,2,1,1,0,0,173,2,0,2
44182100125,450855.5646,4622883.545,441821,125,441821,25,1,9,-999999,0,2,-999999,16,1,2,1,1,0,0,173,2,0,3
44182100125,450855.5646,4622883.545,441821,125,441821,20,1,1,-999999,0,2,-999999,14,1,2,1,1,23000,23000,173,2,0,4
44182100125,450855.5646,4622883.545,441821,125,441821,17,1,9,-999999,0,2,13,13,2,2,1,1,0,0,173,2,0,5
44182100156,440575.9537,4638166.355,441821,156,441821,55,1,1,-999999,0,0,-999999,16,2,1,1,1,24000,24000,173,2,0,1
44182100156,440575.9537,4638166.355,441821,156,441821,34,1,9,-999999,0,2,-999999,19,1,2,1,1,0,0,173,2,0,2
44182100156,440575.9537,4638166.355,441821,156,441821,25,1,9,-999999,0,2,-999999,16,1,2,1,1,0,0,173,2,0,3
44182100156,440575.9537,4638166.355,441821,156,441821,20,1,1,-999999,0,2,-999999,14,1,2,1,1,23000,23000,173,2,0,4
44182100156,440575.9537,4638166.355,441821,156,441821,17,1,9,-999999,0,2,13,13,2,2,1,1,0,0,173,2,0,5
44266200056,440453.0393,4634271.018,442662,56,442662,55,1,-999999,-999999,0,0,-999999,19,2,1,1,1,12000,12200,84,2,0,1
44266200056,440453.0393,4634271.018,442662,56,442662,16,1,-999999,-999999,0,2,12,12,2,2,1,1,0,0,84,2,0,2
44266200056,440453.0393,4634271.018,442662,56,442662,7,1,-999999,-999999,-999999,14,2,2,1,2,1,1,-999999,-999999,-999999,2,0,3
44266200083,445351.0618,4616334.602,442662,83,442662,55,1,-999999,-999999,0,0,-999999,19,2,1,1,1,12000,12200,84,2,0,1
44266200083,445351.0618,4616334.602,442662,83,442662,16,1,-999999,-999999,0,2,12,12,2,2,1,1,0,0,84,2,0,2
44266200083,445351.0618,4616334.602,442662,83,442662,7,1,-999999,-999999,-999999,14,2,2,1,2,1,1,-999999,-999999,-999999,2,0,3
44289900047,436939.9623,4642804.862,442899,47,442899,43,5,1,1,0,0,-999999,17,1,2,2,2,47000,47000,183,1,0,1
44289900047,436939.9623,4642804.862,442899,47,442899,41,5,-999999,2,0,1,-999999,17,2,2,2,2,0,0,183,1,0,2
44289900047,436939.9623,4642804.862,442899,47,442899,14,1,-999999,1,-999999,2,10,11,1,2,2,1,-999999,-999999,183,1,0,3
44289900047,436939.9623,4642804.862,442899,47,442899,12,1,-999999,1,-999999,2,-999999,10,1,2,2,1,-999999,-999999,183,1,0,4
44289900047,436939.9623,4642804.862,442899,47,442899,10,1,-999999,1,-999999,2,7,8,2,2,2,1,-999999,-999999,183,1,0,5
44289900057,444511.4777,4632650.359,442899,57,442899,43,5,1,1,0,0,-999999,17,1,2,2,2,47000,47000,183,1,0,1
44289900057,444511.4777,4632650.359,442899,57,442899,41,5,-999999,2,0,1,-999999,17,2,2,2,2,0,0,183,1,0,2
44289900057,444511.4777,4632650.359,442899,57,442899,14,1,-999999,1,-999999,2,10,11,1,2,2,1,-999999,-999999,183,1,0,3
44289900057,444511.4777,4632650.359,442899,57,442899,12,1,-999999,1,-999999,2,-999999,10,1,2,2,1,-999999,-999999,183,1,0,4
44289900057,444511.4777,4632650.359,442899,57,442899,10,1,-999999,1,-999999,2,7,8,2,2,2,1,-999999,-999999,183,1,0,5
44303900015,436842.4322,4636320.697,443039,15,443039,46,1,-999999,-999999,1500,0,-999999,16,2,2,1,1,1500,1500,218,2,0,1
44303900015,436842.4322,4636320.697,443039,15,443039,22,1,1,-999999,0,10,-999999,19,1,2,1,1,35000,35000,218,2,0,2
44303900015,436842.4322,4636320.697,443039,15,443039,12,1,-999999,-999999,-999999,10,8,9,2,2,1,1,-999999,-999999,218,2,0,3
44303900021,438356.1774,4636711.758,443039,21,443039,46,1,-999999,-999999,1500,0,-999999,16,2,2,1,1,1500,1500,218,2,0,1
44303900021,438356.1774,4636711.758,443039,21,443039,22,1,1,-999999,0,10,-999999,19,1,2,1,1,35000,35000,218,2,0,2
44303900021,438356.1774,4636711.758,443039,21,443039,12,1,-999999,-999999,-999999,10,8,9,2,2,1,1,-999999,-999999,218,2,0,3
44303900042,445556.1865,4620627.38,443039,42,443039,46,1,-999999,-999999,1500,0,-999999,16,2,2,1,1,1500,1500,218,2,0,1
44303900042,445556.1865,4620627.38,443039,42,443039,22,1,1,-999999,0,10,-999999,19,1,2,1,1,35000,35000,218,2,0,2
44303900042,445556.1865,4620627.38,443039,42,443039,12,1,-999999,-999999,-999999,10,8,9,2,2,1,1,-999999,-999999,218,2,0,3
44303900176,444966.9418,4627867.62,443039,176,443039,46,1,-999999,-999999,1500,0,-999999,16,2,2,1,1,1500,1500,218,2,0,1
