id,x,y,householdID,realizationID,SERIALNO,NP,FS,VEH,GRPIP,HHT,HINCP,HH_income,HUPAC,MV,PARTNER,FACRP
42864400113,446833.7884,4613601.633,428644,113,428644,2,2,2,0,7,114000,102000,4,3,4,0
42869700023,446858.937,4639778.767,428697,23,428697,2,1,1,17,7,12500,12500,4,3,4,0
42876100005,442000.6503,4625686.211,428761,5,428761,1,2,0,36,6,24000,24000,4,1,0,0
42876100014,456154.6941,4616640.961,428761,14,428761,1,2,0,36,6,24000,24000,4,1,0,0
42876800091,441995.1299,4625856.098,428768,91,428768,4,1,0,70,3,12000,12000,2,2,0,0
42890700035,436252.9921,4641521.21,428907,35,428907,2,2,1,0,3,51000,49500,4,5,0,0
42890700045,427246.7077,4647473.507,428907,45,428907,2,2,1,0,3,51000,49500,4,5,0,0
42911300001,445874.9051,4643356.525,429113,1,429113,1,2,1,0,6,103000,103000,4,6,0,0
42911300074,446626.3073,4623626.052,429113,74,429113,1,2,1,0,6,103000,103000,4,6,0,0
42931800108,449466.7053,4616059.407,429318,108,429318,3,2,2,0,1,103400,103400,2,5,0,0
42957700049,451695.1484,4621449.275,429577,49,429577,6,1,1,12,1,49800,48900,3,3,0,0
42957700102,441207.6983,4622393.273,429577,102,429577,6,1,1,12,1,49800,48900,3,3,0,0
42957700154,443767.0723,4627572.473,429577,154,429577,6,1,1,12,1,49800,48900,3,3,0,0
42974800210,450073.4437,4621064.931,429748,210,429748,4,2,2,0,1,87000,87000,3,3,0,0
42999400073,447848.94,4629053.358,429994,73,429994,0,0,0,0,0,0,0,0,0,0,0
43007000106,442451.5783,4632308.773,430070,106,430070,2,2,2,0,1,39200,37800,4,5,0,0
43007000139,445866.4316,4613958.47,430070,139,430070,2,2,2,0,1,39200,37800,4,5,0,0
43052000059,444794.2884,4621991.04,430520,59,430520,4,2,1,20,3,65400,65400,3,4,0,0
43052000083,446976.6962,4621229.234,430520,83,430520,4,2,1,20,3,65400,65400,3,4,0,0
43078700041,442867.5563,4624819.077,430787,41,430787,3,2,2,0,1,145000,70000,2,7,0,0
43078700124,449268.9862,4627925.915,430787,124,430787,3,2,2,0,1,145000,70000,2,7,0,0
43081700018,449783.5874,4630173.548,430817,18,430817,1,2,0,34,4,12900,12900,4,5,0,0
43081700048,440200.7808,4635944.272,430817,48,430817,1,2,0,34,4,12900,12900,4,5,0,0
43081700073,445709.4403,4620110.625,430817,73,430817,1,2,0,34,4,12900,12900,4,5,0,0
43087500082,448759.4358,4614185.859,430875,82,430875,1,2,0,30,4,55000,55000,4,1,0,0
43099500047,442620.9984,4625640.616,430995,47,430995,1,2,1,0,4,25000,25000,4,3,0,0
43107300056,442410.2569,4636584.102,431073,56,431073,2,2,2,0,7,105400,105400,4,3,4,0
43107300069,445766.6204,4617406.424,431073,69,431073,2,2,2,0,7,105400,105400,4,3,4,0
43109900034,448666.177,4624218.953,431099,34,431099,3,2,1,15,3,65800,65800,2,4,0,0
43111600113,448845.3378,4624598.943,431116,113,431116,2,2,1,21,1,52040,52000,4,1,0,0
43151100086,451519.2409,4624417.723,431511,86,431511,3,2,2,0,3,73910,73910,4,6,0,0
43167500001,444555.9068,4620562.606,431675,1,431675,5,2,1,101,3,9000,9000,2,5,0,0
43167700029,445539.9272,4619079.175,431677,29,431677,5,2,1,0,1,57000,57000,3,4,0,0
43167700059,447709.2278,4618185.866,431677,59,431677,5,2,1,0,1,57000,57000,3,4,0,0
43262900025,448581.9621,4635367.95,432629,25,432629,0,0,0,0,0,0,0,0,0,0,0
43262900102,453655.322,4622943.736,432629,102,432629,0,0,0,0,0,0,0,0,0,0,0
43275800082,442376.6442,4634945.683,432758,82,432758,4,2,3,0,1,119500,119500,4,5,0,0
43340000059,446693.1709,4619125.791,433400,59,433400,0,0,0,0,0,0,0,0,0,0,0
43346800029,453950.5503,4622650.368,433468,29,433468,3,2,1,0,1,271200,221000,4,3,0,0
43346800060,441775.9138,4638404.533,433468,60,433468,3,2,1,0,1,271200,221000,4,3,0,0
43350100093,446138.043,4616405.82,433501,93,433501,2,2,0,47,5,35000,35000,4,3,2,0
43350100099,441545.2177,4620829.601,433501,99,433501,2,2,0,47,5,35000,35000,4,3,2,0
43358400137,450688.9323,4629049.318,433584,137,433584,1,2,1,0,6,56570,55700,4,7,0,0
43358400154,453500.2698,4623393.128,433584,154,433584,1,2,1,0,6,56570,55700,4,7,0,0
43358400180,441956.8717,4620964.663,433584,180,433584,1,2,1,0,6,56570,55700,4,7,0,0
43358400199,447969.8632,4623403.147,433584,199,433584,1,2,1,0,6,56570,55700,4,7,0,0
43384500240,446945.4611,4616674.284,433845,240,433845,1,2,1,0,4,59000,59000,4,5,0,0
43386100008,436835.7478,4636838.063,433861,8,433861,2,2,0,19,2,37000,37000,4,7,0,0
43386100066,448840.7191,4625656.839,433861,66,433861,2,2,0,19,2,37000,37000,4,7,0,0
43401200004,449405.7755,4620415.894,434012,4,434012,2,2,2,0,1,42000,42000,4,6,0,0
43402700001,447481.6053,4620131.204,434027,1,434027,3,2,0,11,1,95000,95000,2,5,0,0
43402700071,453989.1491,4622642.659,434027,71,434027,3,2,0,11,1,95000,95000,2,5,0,0
43402700097,439965.4401,4634425.58,434027,97,434027,3,2,0,11,1,95000,95000,2,5,0,0
43420800009,449250.3912,4615916.773,434208,9,434208,1,2,1,0,4,30000,30000,4,7,0,0
43440700057,445993.5458,4625841.972,434407,57,434407,1,2,1,52,4,12000,12000,4,3,0,0
43440700062,450490.5771,4625714.27,434407,62,434407,1,2,1,52,4,12000,12000,4,3,0,0
43440700092,453130.7194,4623841.495,434407,92,434407,1,2,1,52,4,12000,12000,4,3,0,0
43471200064,452589.9498,4621806.397,434712,64,434712,2,2,1,0,3,46800,46800,2,3,0,0
43489900010,449107.1142,4623456.266,434899,10,434899,5,1,1,8,3,74400,74400,1,6,0,0
43489900013,448724.9859,4622158.196,434899,13,434899,5,1,1,8,3,74400,74400,1,6,0,0
43489900041,445224.6023,4619266.96,434899,41,434899,5,1,1,8,3,74400,74400,1,6,0,0
43489900102,432957.9347,4644202.74,434899,102,434899,5,1,1,8,3,74400,74400,1,6,0,0
43489900125,441314,4649392.255,434899,125,434899,5,1,1,8,3,74400,74400,1,6,0,0
43499900019,439357.8245,4628258.605,434999,19,434999,1,2,2,49,4,22000,22000,4,1,0,0
43574700029,443024.6434,4626370.434,435747,29,435747,2,2,1,58,3,20800,20800,1,3,0,0
43605800012,435081.8993,4644688.431,436058,12,436058,1,2,0,39,6,25500,25500,4,3,0,0
43613800001,433876.7452,4641993.947,436138,1,436138,1,2,2,0,6,69000,69000,4,5,0,0
43613800029,432680.9722,4644449.292,436138,29,436138,1,2,2,0,6,69000,69000,4,5,0,0
43636900162,432745.5882,4644596.378,436369,162,436369,2,2,2,0,7,217500,195000,4,3,3,0
43636900216,438557.8766,4643051.521,436369,216,436369,2,2,2,0,7,217500,195000,4,3,3,0
43660100010,442918.9699,4626407.158,436601,10,436601,2,2,1,0,1,16800,16800,4,7,0,0
43672200097,439598.849,4640233.127,436722,97,436722,2,2,1,0,1,37600,29200,4,6,0,0
43672200123,455059.9776,4611863.712,436722,123,436722,2,2,1,0,1,37600,29200,4,6,0,0
43691100054,440129.5068,4643680.954,436911,54,436911,1,2,0,0,6,26000,26000,4,7,0,0
43691100076,431060.8991,4644077.609,436911,76,436911,1,2,0,0,6,26000,26000,4,7,0,0
43693200015,435522.2021,4627225.037,436932,15,436932,1,2,1,29,6,38000,38000,4,5,0,0
43710200015,442902.1675,4629898.045,437102,15,437102,2,2,2,12,1,92000,92000,4,2,0,0
43710200102,435516.5218,4642171.367,437102,102,437102,2,2,2,12,1,92000,92000,4,2,0,0
43711700010,436774.0638,4643493.68,437117,10,437117,0,0,0,0,0,0,0,0,0,0,0
43711700091,440766.0735,4644961.563,437117,91,437117,0,0,0,0,0,0,0,0,0,0,0
43739200051,433376.7515,4643923.193,437392,51,437392,3,2,1,9,5,340000,340000,4,3,0,0
43739200057,439195.5432,4639748.285,437392,57,437392,3,2,1,9,5,340000,340000,4,3,0,0
43739200124,439406.6862,4639444.077,437392,124,437392,3,2,1,9,5,340000,340000,4,3,0,0
43762700158,439635.4285,4646780.136,437627,158,437627,5,2,3,0,1,78000,78000,1,4,0,0
43764100080,440984.2889,4640690.584,437641,80,437641,2,2,1,0,3,25500,25500,2,2,0,0
43764100084,425446.5149,4650942.315,437641,84,437641,2,2,1,0,3,25500,25500,2,2,0,0
43764100087,445530.5662,4631370.357,437641,87,437641,2,2,1,0,3,25500,25500,2,2,0,0
43773100034,442354.9861,4625768.296,437731,34,437731,0,0,0,0,0,0,0,0,0,0,0
43796400173,442694.9227,4641771.926,437964,173,437964,1,2,1,0,4,79000,79000,4,2,0,0
43797000015,441910.1947,4640385.747,437970,15,437970,0,0,0,0,0,0,0,0,0,0,0
43797000024,434841.4653,4642698.86,437970,24,437970,0,0,0,0,0,0,0,0,0,0,0
43811800034,442237.4759,4651285.45,438118,34,438118,1,2,1,0,6,42000,42000,4,7,0,0
43811800049,447903.2531,4636569.631,438118,49,438118,1,2,1,0,6,42000,42000,4,7,0,0
43811800168,442473.0578,4639818.446,438118,168,438118,1,2,1,0,6,42000,42000,4,7,0,0
43818400145,446327.0458,4641998.676,438184,145,438184,1,2,0,0,4,82000,80000,4,5,0,0
43843500071,442574.9813,4639290.149,438435,71,438435,7,2,2,0,1,115000,96000,3,5,0,0
43844600105,436343.3741,4645730.672,438446,105,438446,3,2,3,0,1,80400,69000,4,5,0,0
43845500005,433048.7534,4643047.791,438455,5,438455,4,2,2,0,1,53200,47200,2,4,0,0
43851400018,448585.647,4638905.831,438514,18,438514,1,2,1,0,6,10800,10800,4,7,0,0
43859400069,435330.644,4643288.654,438594,69,438594,6,1,1,95,3,12300,12300,3,1,4,0
43859400090,431318.6821,4644353.596,438594,90,438594,6,1,1,95,3,12300,12300,3,1,4,0
43861000074,435060.112,4651240.628,438610,74,438610,4,2,2,0,1,130000,130000,2,4,0,0
43861600053,434715.1263,4626164.689,438616,53,438616,1,2,1,0,6,69000,69000,4,6,0,0
43906100013,443474.344,4628361.579,439061,13,439061,1,2,0,40,6,32400,32400,4,2,0,0
43921700004,441530.3888,4633462.932,439217,4,439217,1,2,1,55,4,12000,12000,4,3,0,0
43921700164,441712.9818,4633150.454,439217,164,439217,1,2,1,55,4,12000,12000,4,3,0,0
43921700240,446243.5805,4641933.407,439217,240,439217,1,2,1,55,4,12000,12000,4,3,0,0
43928100009,447299.3001,4641776.764,439281,9,439281,2,2,1,0,1,83700,74300,4,4,0,0
43928100024,444345.5658,4631402.439,439281,24,439281,2,2,1,0,1,83700,74300,4,4,0,0
43928100115,445293.1862,4648465.216,439281,115,439281,2,2,1,0,1,83700,74300,4,4,0,0
43933000027,435886.6983,4626123.515,439330,27,439330,2,2,1,71,1,17400,17400,4,5,0,0
43983000021,446116.6432,4641981.599,439830,21,439830,4,2,2,28,1,35000,35000,1,3,0,0
43983000043,440288.1619,4624652.288,439830,43,439830,4,2,2,28,1,35000,35000,1,3,0,0
44026200003,444857.7546,4646299.559,440262,3,440262,2,2,2,0,1,38900,35900,4,7,0,0
44026200023,445182.2549,4647140.562,440262,23,440262,2,2,2,0,1,38900,35900,4,7,0,0
44026200062,445496.0938,4649232.08,440262,62,440262,2,2,2,0,1,38900,35900,4,7,0,0
44040600010,447646.6759,4639488.096,440406,10,440406,1,1,1,30,6,7700,7700,4,5,0,0
44051600171,455066.0234,4611701.148,440516,171,440516,4,2,2,0,1,48500,42500,2,4,0,0
44051600186,440968.2555,4646821.759,440516,186,440516,4,2,2,0,1,48500,42500,2,4,0,0
44062900056,436137.1064,4626168.751,440629,56,440629,2,2,0,101,7,13000,13000,4,1,0,0
44067900059,439520.426,4626771.255,440679,59,440679,0,0,0,0,0,0,0,0,0,0,0
44072600109,446406.9033,4644640.507,440726,109,440726,2,2,2,0,1,36360,36360,4,5,0,0
44089900049,455097.7364,4621799.141,440899,49,440899,1,2,1,0,4,56500,55000,4,6,0,0
44089900056,443543.1131,4642845.895,440899,56,440899,1,2,1,0,4,56500,55000,4,6,0,0
44089900157,451170.2375,4628481.041,440899,157,440899,1,2,1,0,4,56500,55000,4,6,0,0
44131200116,445907.1943,4624197.364,441312,116,441312,0,0,0,0,0,0,0,0,0,0,0
44131200150,446722.643,4640014.008,441312,150,441312,0,0,0,0,0,0,0,0,0,0,0
44131200175,434968.3618,4640612.802,441312,175,441312,0,0,0,0,0,0,0,0,0,0,0
44168000021,445035.4638,4616080.88,441680,21,441680,1,2,0,0,4,4220,220,4,7,0,0
44170900045,453139.2718,4624204.026,441709,45,441709,2,2,2,0,2,57000,57000,4,4,0,0
44170900108,448846.6302,4624046.888,441709,108,441709,2,2,2,0,2,57000,57000,4,4,0,0
44170900118,446397.6883,4621863.188,441709,118,441709,2,2,2,0,2,57000,57000,4,4,0,0
44170900120,448475.0424,4631984.012,441709,120,441709,2,2,2,0,2,57000,57000,4,4,0,0
44170900139,452926.1508,4623350.52,441709,139,441709,2,2,2,0,2,57000,57000,4,4,0,0
44170900191,448850.0819,4617163.868,441709,191,441709,2,2,2,0,2,57000,57000,4,4,0,0
44176900131,449190.1021,4622407.435,441769,131,441769,3,2,1,45,3,24600,24600,4,3,0,0
44176900184,452733.1193,4621838.352,441769,184,441769,3,2,1,45,3,24600,24600,4,3,0,0
44182100001,451363.8869,4627419.509,441821,1,441821,5,1,1,35,3,47000,47000,2,5,0,0
44182100058,441286.0441,4620993.58,441821,58,441821,5,1,1,35,3,47000,47000,2,5,0,0
44182100118,448562.7272,4614872.124,441821,118,441821,5,1,1,35,3,47000,47000,2,5,0,0
44182100125,445069.5705,4616756.512,441821,125,441821,5,1,1,35,3,47000,47000,2,5,0,0
44182100156,446470.2224,4635538.262,441821,156,441821,5,1,1,35,3,47000,47000,2,5,0,0
44251100032,447428.8119,4622001.357,442511,32,442511,0,0,0,0,0,0,0,0,0,0,0
44251100077,437139.3435,4638692.93,442511,77,442511,0,0,0,0,0,0,0,0,0,0,0
44266200056,436137.6603,4639798.008,442662,56,442662,3,2,1,0,3,12200,12000,2,6,0,0
44266200083,436279.4914,4640198.219,442662,83,442662,3,2,1,0,3,12200,12000,2,6,0,0
44289900047,448131.4459,4613783.133,442899,47,442899,5,2,2,0,1,47000,47000,2,4,0,0
44289900057,450433.5774,4625218.526,442899,57,442899,5,2,2,0,1,47000,47000,2,4,0,0
44303900015,439883.8232,4637450.286,443039,15,443039,3,1,0,43,3,36500,36500,2,5,0,0
44303900021,444216.2664,4620433.763,443039,21,443039,3,1,0,43,3,36500,36500,2,5,0,0
44303900042,446820.6772,4623465.642,443039,42,443039,3,1,0,43,3,36500,36500,2,5,0,0
44303900176,439347.5049,4635099.534,443039,176,443039,3,1,0,43,3,36500,36500,2,5,0,0
44349800039,446125.5938,4625594.954,443498,39,443498,0,0,0,0,0,0,0,0,0,0,0
44349800095,440845.8464,4636668.612,443498,95,443498,0,0,0,0,0,0,0,0,0,0,0
44402100019,452299.0086,4623490.555,444021,19,444021,1,2,1,0,4,30000,30000,4,7,0,0
44446900086,436914.2027,4637796.235,444469,86,444469,1,2,1,0,6,102400,101000,4,6,0,0
44446900114,449167.1458,4616632.811,444469,114,444469,1,2,1,0,6,102400,101000,4,6,0,0
44470900090,449603.4323,4626195.44,444709,90,444709,1,2,1,0,4,105800,105000,4,1,0,0
44470900137,445310.5099,4615343.61,444709,137,444709,1,2,1,0,4,105800,105000,4,1,0,0
44487800008,447868.538,4624417.678,444878,8,444878,3,2,2,0,1,45200,45200,4,4,0,0
44506600014,447764.9508,4616525.666,445066,14,445066,3,2,0,0,5,0,0,4,1,0,0
44528000007,448648.2294,4629719.112,445280,7,445280,0,0,0,0,0,0,0,0,0,0,0
44528000021,449543.6627,4623601.309,445280,21,445280,0,0,0,0,0,0,0,0,0,0,0
44528000060,446077.1755,4623129.126,445280,60,445280,0,0,0,0,0,0,0,0,0,0,0
44528000117,449644.248,4625863.956,445280,117,445280,0,0,0,0,0,0,0,0,0,0,0
44528000140,443756.5929,4622836.114,445280,140,445280,0,0,0,0,0,0,0,0,0,0,0
44529800015,445376.0143,4626128.281,445298,15,445298,2,2,2,0,3,87000,87000,4,6,0,0
44557700018,448117.0995,4624795.117,445577,18,445577,1,2,1,0,4,62000,62000,4,1,0,0
44557700095,435810.4674,4637765.53,445577,95,445577,1,2,1,0,4,62000,62000,4,1,0,0
44557700103,440588.0089,4625722.707,445577,103,445577,1,2,1,0,4,62000,62000,4,1,0,0
44576100051,443197.8714,4635588.48,445761,51,445761,0,0,0,0,0,0,0,0,0,0,0
44617100061,441845.4077,4638449.627,446171,61,446171,5,2,2,0,1,70200,60000,2,5,0,0
44617100114,453055.9304,4616975.005,446171,114,446171,5,2,2,0,1,70200,60000,2,5,0,0
44625100005,442032.7051,4630802.914,446251,5,446251,0,0,0,0,0,0,0,0,0,0,0
44625100016,441039.461,4615644.471,446251,16,446251,0,0,0,0,0,0,0,0,0,0,0
44625100056,443971.9755,4640364.194,446251,56,446251,0,0,0,0,0,0,0,0,0,0,0
44657600017,445212.4019,4628054.386,446576,17,446576,1,2,0,0,0,0,3000,0,3,0,0
44673200085,437759.9312,4627714.846,446732,85,446732,0,0,0,0,0,0,0,0,0,0,0
44684300018,438749.181,4620656.814,446843,18,446843,4,2,1,0,1,190250,175000,2,5,0,0
44684300028,445017.5543,4639301.29,446843,28,446843,4,2,1,0,1,190250,175000,2,5,0,0
44684300045,442317.5858,4639374.378,446843,45,446843,4,2,1,0,1,190250,175000,2,5,0,0
44684300084,442315.9488,4628966,446843,84,446843,4,2,1,0,1,190250,175000,2,5,0,0
44684300121,442910.5168,4639715.23,446843,121,446843,4,2,1,0,1,190250,175000,2,5,0,0
44722100021,440507.851,4626136.616,447221,21,447221,2,2,2,25,1,42000,42000,4,3,0,0
44757300026,432251.9746,4651068.292,447573,26,447573,7,1,2,0,3,77600,77600,2,3,0,0
44757300046,442940.3325,4625441.401,447573,46,447573,7,1,2,0,3,77600,77600,2,3,0,0
44757300154,442086.8912,4623574.285,447573,154,447573,7,1,2,0,3,77600,77600,2,3,0,0
44766000026,442069.9471,4638664.344,447660,26,447660,0,0,0,0,0,0,0,0,0,0,0
44766000076,442910.775,4624901.615,447660,76,447660,0,0,0,0,0,0,0,0,0,0,0
44795000013,454444.2305,4620843.729,447950,13,447950,3,2,0,101,3,14000,14000,1,7,0,0
44805900021,441891.6487,4623295.702,448059,21,448059,3,2,2,14,1,163000,151000,2,3,0,0
44805900098,454393.8654,4621252.87,448059,98,448059,3,2,2,14,1,163000,151000,2,3,0,0
44805900106,439674.6694,4639909.73,448059,106,448059,3,2,2,14,1,163000,151000,2,3,0,0
44851500121,441785.9369,4623843.439,448515,121,448515,2,2,1,0,3,52000,52000,4,4,0,0
44865600093,453826.2472,4620955.563,448656,93,448656,2,2,0,23,3,49900,49900,2,1,0,0
44865600109,441198.486,4639594.213,448656,109,448656,2,2,0,23,3,49900,49900,2,1,0,0
44865600161,441223.8139,4623571.811,448656,161,448656,2,2,0,23,3,49900,49900,2,1,0,0
44865600188,440569.6901,4622352.159,448656,188,448656,2,2,0,23,3,49900,49900,2,1,0,0
44866300120,442371.7098,4638595.722,448663,120,448663,5,2,0,30,3,36500,36500,3,4,0,0
44866300163,441132.7956,4623497.458,448663,163,448663,5,2,0,30,3,36500,36500,3,4,0,0
44910400058,442561.1583,4625336.39,449104,58,449104,2,2,2,0,1,250000,220000,4,3,0,0
44930000006,454622.5558,4620572.347,449300,6,449300,2,2,1,0,1,145000,145000,4,3,0,0
44930000025,444944.3501,4639106.643,449300,25,449300,2,2,1,0,1,145000,145000,4,3,0,0
44930000026,449882.5409,4615809.338,449300,26,449300,2,2,1,0,1,145000,145000,4,3,0,0
44930000049,446957.9852,4629269.595,449300,49,449300,2,2,1,0,1,145000,145000,4,3,0,0
44930000136,433466.4236,4644749.817,449300,136,449300,2,2,1,0,1,145000,145000,4,3,0,0
44955800077,433879.8009,4644697.482,449558,77,449558,3,2,1,0,1,130000,130000,1,1,0,0
44967900053,446408.7218,4644748.931,449679,53,449679,1,2,1,0,6,26300,26300,4,7,0,0
44967900115,449524.5914,4615183.792,449679,115,449679,1,2,1,0,6,26300,26300,4,7,0,0
44967900119,449470.568,4638255.172,449679,119,449679,1,2,1,0,6,26300,26300,4,7,0,0
45009000009,434166.1224,4647115.758,450090,9,450090,1,2,1,18,6,63800,60000,4,5,0,0
45009000029,437077.3833,4644962.155,450090,29,450090,1,2,1,18,6,63800,60000,4,5,0,0
45016700049,439381.7284,4621763.217,450167,49,450167,4,1,1,26,3,37100,37100,2,1,0,0
45020700004,443255.9463,4618080.532,450207,4,450207,1,2,0,27,6,29400,29400,4,4,0,0
45032000141,434233.6882,4649689.973,450320,141,450320,4,2,2,0,1,135000,135000,2,1,0,0
45079800010,442847.5131,4641008.358,450798,10,450798,1,2,1,0,6,83500,80000,4,3,0,0
45108900034,445525.5645,4635871.858,451089,34,451089,0,0,0,0,0,0,0,0,0,0,0
45115900143,429280.0274,4644922.832,451159,143,451159,2,2,2,0,1,69500,67000,4,1,0,0
45135000016,443506.5545,4639737.86,451350,16,451350,6,2,1,78,1,19500,19500,2,4,0,0
45135000065,444483.161,4631104.936,451350,65,451350,6,2,1,78,1,19500,19500,2,4,0,0
45135000106,444780.3407,4617757.437,451350,106,451350,6,2,1,78,1,19500,19500,2,4,0,0
45135000247,442134.1648,4632865.496,451350,247,451350,6,2,1,78,1,19500,19500,2,4,0,0
45148200002,441896.4279,4632894.829,451482,2,451482,0,0,0,0,0,0,0,0,0,0,0
45172700037,440493.1136,4622368.443,451727,37,451727,1,2,0,0,6,66000,66000,4,4,0,0
45185300060,455970.2161,4615842.691,451853,60,451853,6,1,1,0,3,41000,41000,1,7,0,0
45185300093,441983.5306,4629915.577,451853,93,451853,6,1,1,0,3,41000,41000,1,7,0,0
45193900021,444627.128,4628422.689,451939,21,451939,4,2,2,31,1,40000,40000,3,1,0,0
45193900062,442794.1986,4638641.752,451939,62,451939,4,2,2,31,1,40000,40000,3,1,0,0
45215600108,443470.0341,4633012.907,452156,108,452156,2,2,1,0,1,119000,119000,4,6,0,0
45215600133,443167.656,4634067.398,452156,133,452156,2,2,1,0,1,119000,119000,4,6,0,0
45215600192,440633.9494,4626383.407,452156,192,452156,2,2,1,0,1,119000,119000,4,6,0,0
45215600230,445057.7204,4635242.683,452156,230,452156,2,2,1,0,1,119000,119000,4,6,0,0
45215600375,441928.1345,4633747.19,452156,375,452156,2,2,1,0,1,119000,119000,4,6,0,0
45229800020,450991.1642,4627324.638,452298,20,452298,7,2,4,0,1,39180,39180,3,6,0,0
45237600107,452779.3753,4622779.509,452376,107,452376,4,2,1,0,1,132000,102000,4,5,0,0
45237600188,448310.6508,4632554.22,452376,188,452376,4,2,1,0,1,132000,102000,4,5,0,0
45237600200,436644.7672,4635600.607,452376,200,452376,4,2,1,0,1,132000,102000,4,5,0,0
45300800021,450248.823,4627320.297,453008,21,453008,2,1,0,101,3,7000,7000,2,4,0,0
45311100111,442790.6703,4625045.427,453111,111,453111,4,2,2,0,1,103000,70000,3,5,0,0
45311100254,454376.1018,4620702.206,453111,254,453111,4,2,2,0,1,103000,70000,3,5,0,0
45346400036,433311.8835,4640146.111,453464,36,453464,1,2,1,0,6,85000,85000,4,3,0,0
45346400060,442846.5267,4625247.351,453464,60,453464,1,2,1,0,6,85000,85000,4,3,0,0
45346400175,453573.8884,4623457.368,453464,175,453464,1,2,1,0,6,85000,85000,4,3,0,0
45346400205,442465.872,4632009.241,453464,205,453464,1,2,1,0,6,85000,85000,4,3,0,0
45346400212,453831.5066,4622031.618,453464,212,453464,1,2,1,0,6,85000,85000,4,3,0,0
45375300027,445594.4942,4648447.703,453753,27,453753,2,2,1,0,1,41700,11700,4,7,0,0
45375300097,454703.0283,4620440.751,453753,97,453753,2,2,1,0,1,41700,11700,4,7,0,0
45425800057,446112.6002,4645950.077,454258,57,454258,3,2,1,0,1,162000,169000,1,3,0,0
45459000016,439338.8404,4639207.179,454590,16,454590,1,2,1,0,6,19600,14100,4,7,0,0
45459000047,444900.3067,4646245.375,454590,47,454590,1,2,1,0,6,19600,14100,4,7,0,0
45507900006,445230.6389,4645893.26,455079,6,455079,3,1,1,90,2,9900,1200,4,6,0,0
45509600105,448484.2708,4635330.719,455096,105,455096,2,2,2,10,7,123000,121000,4,3,4,0
45509600166,448796.9438,4632126.975,455096,166,455096,2,2,2,10,7,123000,121000,4,3,4,0
45516300027,442105.4144,4624692.721,455163,27,455163,2,2,2,0,5,96000,96000,4,3,0,0
45516300034,448597.3762,4618490.411,455163,34,455163,2,2,2,0,5,96000,96000,4,3,0,0
45516300155,444893.9181,4615775.286,455163,155,455163,2,2,2,0,5,96000,96000,4,3,0,0
45535200045,445205.0856,4625980.647,455352,45,455352,2,2,3,6,5,105000,105000,4,3,0,0
45535200112,444853.4595,4618795.697,455352,112,455352,2,2,3,6,5,105000,105000,4,3,0,0
45545600079,442804.2016,4617576.852,455456,79,455456,1,2,1,0,6,114000,114000,4,5,0,0
45564700073,445118.535,4626086.03,455647,73,455647,1,2,1,0,4,59000,59000,4,7,0,0
45564700203,447133.6469,4629744.631,455647,203,455647,1,2,1,0,4,59000,59000,4,7,0,0
45564700326,442822.3375,4617856.544,455647,326,455647,1,2,1,0,4,59000,59000,4,7,0,0
45568900018,442838.6729,4621416.633,455689,18,455689,0,0,0,0,0,0,0,0,0,0,0
45568900028,445364.5559,4635527.526,455689,28,455689,0,0,0,0,0,0,0,0,0,0,0
45568900091,443276.1076,4616993.697,455689,91,455689,0,0,0,0,0,0,0,0,0,0,0
45568900124,445422.1206,4636216.407,455689,124,455689,0,0,0,0,0,0,0,0,0,0,0
45570400027,443757.6908,4616566.605,455704,27,455704,1,2,1,21,4,38000,38000,4,5,0,0
45570400047,446435.9263,4640416.011,455704,47,455704,1,2,1,21,4,38000,38000,4,5,0,0
45586300115,445191.6353,4625778.272,455863,115,455863,3,1,1,0,3,54700,54700,2,7,0,0
45586300124,450383.5647,4627137.519,455863,124,455863,3,1,1,0,3,54700,54700,2,7,0,0
45587800074,442505.6947,4621204.126,455878,74,455878,5,2,2,3,3,123790,123790,2,5,0,0
45587800193,448319.7834,4631414.741,455878,193,455878,5,2,2,3,3,123790,123790,2,5,0,0
45587800198,448306.5617,4631404.978,455878,198,455878,5,2,2,3,3,123790,123790,2,5,0,0
45592000104,446392.2024,4637593.18,455920,104,455920,2,2,0,0,1,168100,168000,4,1,0,0
45604600126,446944.1725,4629822.97,456046,126,456046,3,2,3,0,1,99000,99000,4,6,0,0
45710900011,447522.4626,4634892.594,457109,11,457109,2,2,1,0,1,65000,65000,4,1,0,0
45710900147,445616.3472,4638942.845,457109,147,457109,2,2,1,0,1,65000,65000,4,1,0,0
45712300073,446200.0004,4637529.638,457123,73,457123,2,2,0,0,1,120000,110000,4,4,0,0
45712300177,447012.3593,4628997.847,457123,177,457123,2,2,0,0,1,120000,110000,4,4,0,0
45712300178,451428.8304,4627777.495,457123,178,457123,2,2,0,0,1,120000,110000,4,4,0,0
45725800015,447831.2695,4637083.452,457258,15,457258,1,1,0,0,0,0,10100,0,3,0,0
45725800023,450408.0161,4626686.137,457258,23,457258,1,1,0,0,0,0,10100,0,3,0,0
45745500041,447641.0311,4635140.543,457455,41,457455,4,2,4,0,1,161200,160000,4,5,0,0
45745500042,450084.9564,4626749.952,457455,42,457455,4,2,4,0,1,161200,160000,4,5,0,0
45781800034,445004.8402,4625837.892,457818,34,457818,3,2,0,44,2,19800,19800,4,1,0,0
45781800037,430349.4278,4645120.519,457818,37,457818,3,2,0,44,2,19800,19800,4,1,0,0
